ihbar,olay_turu,oncelik,birim,ilce,mahalle,lat,lon,ihbar_metni
Çatalca Ferhatpaşa Mahallesi Barbaros Bulvarı 4. Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Kritik,İtfaiye,Çatalca,Ferhatpaşa,41.162439,28.444232,
Sancaktepe Meclis Mahallesi Vatan Caddesi Çiçek Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,AFAD,Sancaktepe,Meclis,41.008113,29.235561,
Şişli Halaskargazi Mahallesi Atatürk Caddesi Çiçek Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Yüksek,AFAD,Şişli,Halaskargazi,41.04127,28.989053,
Üsküdar Altunizade Mahallesi Sahil Yolu Orkide Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Üsküdar,Altunizade,41.019247,29.01074,
Çatalca Yalıköy Mahallesi Beşiktaş Caddesi Atatürk Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Yüksek,İGDAŞ,Çatalca,Yalıköy,41.147878,28.476473,
Adalar Sedefadası Mahallesi Millet Caddesi Mimar Sinan Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Orta,İGDAŞ,Adalar,Sedefadası,40.866193,29.073373,
Üsküdar Acıbadem Mahallesi Atatürk Caddesi Atatürk Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Kritik,İtfaiye,Üsküdar,Acıbadem,41.035317,28.995357,
Başakşehir İkitelli Mahallesi Kennedy Caddesi Menekşe Sokak yakınlarında'de apartmanda yangın çıktı. Üst katlarda mahsur kalanlar var.,Bina Yangını,Kritik,İtfaiye,Başakşehir,İkitelli,41.106258,28.813735,
Fatih Zeyrek Mahallesi Bağdat Caddesi 5. Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Yüksek,İtfaiye,Fatih,Zeyrek,41.031886,28.959408,
Silivri Fatih Mahallesi Kennedy Caddesi Çiçek Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Orta,Yol Bakım ve Altyapı,Silivri,Fatih,41.091393,28.259306,
Silivri Cumhuriyet Mahallesi Vatan Caddesi Orkide Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Yüksek,Sağlık Ekipleri,Silivri,Cumhuriyet,41.080223,28.247659,
Eyüpsultan Defterdar Mahallesi Vatan Caddesi Gül Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Yüksek,İtfaiye,Eyüpsultan,Defterdar,41.049202,28.940488,
"Avcılar Cihangir Mahallesi Kennedy Caddesi Papatya Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Kritik,AFAD,Avcılar,Cihangir,40.974589,28.717569,
"Çekmeköy Taşdelen Mahallesi Taksim Meydanı Orkide Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Orta,Yol Bakım ve Altyapı,Çekmeköy,Taşdelen,41.017451,29.164877,
"Silivri Ortaköy Mahallesi Kartal Caddesi Lale Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Yüksek,AFAD,Silivri,Ortaköy,41.090764,28.234743,
Esenler Oruçreis Mahallesi Vatan Caddesi Lale Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Esenler,Oruçreis,41.05823,28.881954,
Şişli Nişantaşı Mahallesi Millet Caddesi Menekşe Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Orta,Yol Bakım ve Altyapı,Şişli,Nişantaşı,41.071841,29.003482,
Beşiktaş Dikilitaş Mahallesi Cumhuriyet Caddesi 3. Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Orta,Sağlık Ekipleri,Beşiktaş,Dikilitaş,41.037554,29.015043,
Sarıyer Baltalimanı Mahallesi Bağdat Caddesi 4. Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Yüksek,İGDAŞ,Sarıyer,Baltalimanı,41.15215,29.03098,
"Bağcılar Fevzi Çakmak Mahallesi Millet Caddesi 4. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Bağcılar,Fevzi Çakmak,41.02849,28.845045,
Üsküdar Bağlarbaşı Mahallesi Sahil Yolu 3. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,Kurtarma Ekipleri,Üsküdar,Bağlarbaşı,41.02284,29.029078,
Sarıyer Maslak Mahallesi Bağdat Caddesi Yunus Emre Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Orta,Yol Bakım ve Altyapı,Sarıyer,Maslak,41.186123,29.045901,
Sarıyer Tarabya Mahallesi Atatürk Caddesi 2. Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Orta,Trafik Ekipleri,Sarıyer,Tarabya,41.147654,29.066957,
"Şişli Teşvikiye Mahallesi Bağdat Caddesi Güneş Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,İtfaiye,Şişli,Teşvikiye,41.043527,28.980768,
Büyükçekmece Tepecik Mahallesi Millet Caddesi Mimar Sinan Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Büyükçekmece,Tepecik,40.999976,28.601202,
Şile Balibey Mahallesi Büyükdere Caddesi Mimar Sinan Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,AFAD,Şile,Balibey,41.189748,29.61944,
"Sultangazi Esentepe Mahallesi Halaskargazi Caddesi Menekşe Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,Sağlık Ekipleri,Sultangazi,Esentepe,41.106954,28.855422,
Bakırköy Yeşilköy Mahallesi Taksim Meydanı Orkide Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Orta,AFAD,Bakırköy,Yeşilköy,40.987025,28.873708,
Fatih Eminönü Mahallesi Halaskargazi Caddesi Çiçek Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Yüksek,Metro İstanbul,Fatih,Eminönü,41.029484,28.940912,
Bahçelievler Cumhuriyet Mahallesi İstiklal Caddesi Mimar Sinan Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,AFAD,Bahçelievler,Cumhuriyet,41.010989,28.857305,
Esenyurt Yenikent Mahallesi Cumhuriyet Caddesi Lale Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Yüksek,Yol Bakım ve Altyapı,Esenyurt,Yenikent,41.020883,28.673772,
Beylikdüzü Cumhuriyet Mahallesi Büyükdere Caddesi 2. Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Beylikdüzü,Cumhuriyet,41.016522,28.63768,
Silivri Alibey Mahallesi Vatan Caddesi Lale Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Yüksek,İtfaiye,Silivri,Alibey,41.062613,28.249996,
Esenler Davutpaşa Mahallesi Halaskargazi Caddesi 4. Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,AFAD,Esenler,Davutpaşa,41.055802,28.89206,
Sultanbeyli Mecidiye Mahallesi Millet Caddesi 2. Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Sultanbeyli,Mecidiye,40.980526,29.253317,
Büyükçekmece Güzelce Mahallesi Kennedy Caddesi Mimar Sinan Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Yüksek,AFAD,Büyükçekmece,Güzelce,41.007837,28.601757,
Bakırköy Kartaltepe Mahallesi Bağdat Caddesi Çiçek Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Kritik,İtfaiye,Bakırköy,Kartaltepe,40.974264,28.896044,
Adalar Burgazada Mahallesi Sahil Yolu Yunus Emre Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Kritik,Sağlık Ekipleri,Adalar,Burgazada,40.876087,29.074007,
"Beyoğlu Dolapdere Mahallesi Beşiktaş Caddesi Papatya Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Kritik,BEDAŞ,Beyoğlu,Dolapdere,41.0482,28.978226,
Üsküdar Ümraniye Mahallesi Halaskargazi Caddesi Yıldız Sokak yakınlarında mahallesinde uzun süredir su kesintisi yaşanıyor. Vatandaşlar şikayetçi.,Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Üsküdar,Ümraniye,41.03193,29.005858,
Bakırköy Yeşilköy Mahallesi Barbaros Bulvarı 4. Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,AFAD,Bakırköy,Yeşilköy,40.977711,28.858099,
Fatih Aksaray Mahallesi Barbaros Bulvarı 2. Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Orta,Yol Bakım ve Altyapı,Fatih,Aksaray,41.012388,28.944469,
"Sultanbeyli Mecidiye Mahallesi Büyükdere Caddesi 3. Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Orta,Yol Bakım ve Altyapı,Sultanbeyli,Mecidiye,40.98577,29.280809,
Maltepe Cevizli Mahallesi Taksim Meydanı Karanfil Sokak yakınlarında mahallesinde uzun süredir su kesintisi yaşanıyor. Vatandaşlar şikayetçi.,Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Maltepe,Cevizli,40.941888,29.11254,
Avcılar Gümüşpala Mahallesi Kadıköy Caddesi Lale Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Kritik,Sağlık Ekipleri,Avcılar,Gümüşpala,40.997652,28.717118,
"Üsküdar Altunizade Mahallesi Mecidiyeköy Yolu Yunus Emre Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Kritik,İSKİ,Üsküdar,Altunizade,41.015067,29.029206,
Beşiktaş Arnavutköy Mahallesi Beşiktaş Caddesi Orkide Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Yüksek,İGDAŞ,Beşiktaş,Arnavutköy,41.024283,29.027309,
Sarıyer Tarabya Mahallesi Taksim Meydanı Orkide Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,AFAD,Sarıyer,Tarabya,41.185162,29.063542,
Adalar Sedefadası Mahallesi Büyükdere Caddesi Çiçek Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Kritik,Sağlık Ekipleri,Adalar,Sedefadası,40.862971,29.088255,
Tuzla Cami Mahallesi Halaskargazi Caddesi Papatya Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,AFAD,Tuzla,Cami,40.796807,29.285349,
Çatalca Kaleiçi Mahallesi Kartal Caddesi Karanfil Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Kritik,AFAD,Çatalca,Kaleiçi,41.157084,28.444174,
Bahçelievler Zafer Mahallesi Beşiktaş Caddesi 2. Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Bahçelievler,Zafer,40.984549,28.866388,
Kadıköy Suadiye Mahallesi İstiklal Caddesi Güneş Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,Sağlık Ekipleri,Kadıköy,Suadiye,40.993231,29.032438,
Sarıyer Maslak Mahallesi Barbaros Bulvarı Menekşe Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Sarıyer,Maslak,41.174303,29.030515,
Sarıyer Emirgan Mahallesi Sahil Yolu Güneş Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,İtfaiye,Sarıyer,Emirgan,41.152842,29.056168,
Maltepe İdealtepe Mahallesi Millet Caddesi Menekşe Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,Yol Bakım ve Altyapı,Maltepe,İdealtepe,40.954431,29.122836,
Maltepe İdealtepe Mahallesi Cumhuriyet Caddesi Gül Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Maltepe,İdealtepe,40.949448,29.137979,
Kağıthane Ortabayır Mahallesi Kartal Caddesi 1. Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Yüksek,BEDAŞ,Kağıthane,Ortabayır,41.06367,28.954954,
Fatih Aksaray Mahallesi Beşiktaş Caddesi Gül Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Kritik,Kurtarma Ekipleri,Fatih,Aksaray,41.016036,28.930256,
"Çatalca Kestanelik Mahallesi Sahil Yolu Yunus Emre Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İtfaiye,Çatalca,Kestanelik,41.124999,28.454568,
Ataşehir Yenisahra Mahallesi Barbaros Bulvarı Mimar Sinan Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,İtfaiye,Ataşehir,Yenisahra,40.963444,29.101884,
Kadıköy Bostancı Mahallesi Kadıköy Caddesi Gül Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Kritik,Sağlık Ekipleri,Kadıköy,Bostancı,41.001932,29.038613,
Eyüpsultan Defterdar Mahallesi Vatan Caddesi Papatya Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Orta,İtfaiye,Eyüpsultan,Defterdar,41.035326,28.945027,
"Bağcılar Güneşli Mahallesi Taksim Meydanı 1. Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Orta,AFAD,Bağcılar,Güneşli,41.0258,28.873549,
Beykoz Kavacık Mahallesi Barbaros Bulvarı 2. Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,AFAD,Beykoz,Kavacık,41.143146,29.107054,
"Bakırköy Florya Mahallesi Barbaros Bulvarı 2. Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Yüksek,İtfaiye,Bakırköy,Florya,40.974674,28.884633,
Beşiktaş Levent Mahallesi İstiklal Caddesi Atatürk Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Beşiktaş,Levent,41.034054,29.012902,
Şile Ağva Mahallesi Kartal Caddesi Gül Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Yüksek,İGDAŞ,Şile,Ağva,41.189071,29.610071,
Esenyurt İnönü Mahallesi Sahil Yolu 1. Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,AFAD,Esenyurt,İnönü,41.03973,28.677879,
Ataşehir İçerenköy Mahallesi Sahil Yolu Atatürk Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Kritik,Sağlık Ekipleri,Ataşehir,İçerenköy,40.983137,29.120991,
Esenyurt Ardıçlı Mahallesi Kennedy Caddesi 2. Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Orta,Sağlık Ekipleri,Esenyurt,Ardıçlı,41.032009,28.702163,
Şişli Fulya Mahallesi Cumhuriyet Caddesi Yunus Emre Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Orta,Yol Bakım ve Altyapı,Şişli,Fulya,41.062999,29.003388,
"Üsküdar Bağlarbaşı Mahallesi Barbaros Bulvarı Papatya Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Yüksek,İtfaiye,Üsküdar,Bağlarbaşı,41.008051,29.003404,
Avcılar Gümüşpala Mahallesi Millet Caddesi Atatürk Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Yüksek,Kurtarma Ekipleri,Avcılar,Gümüşpala,40.976505,28.731333,
Beykoz Çubuklu Mahallesi Beşiktaş Caddesi Gül Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Yüksek,İtfaiye,Beykoz,Çubuklu,41.142919,29.109908,
Sarıyer Maslak Mahallesi Bağdat Caddesi 2. Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Sarıyer,Maslak,41.174537,29.067402,
Adalar Heybeliada Mahallesi Halaskargazi Caddesi Mimar Sinan Sokak yakınlarında'de ana gaz hattında sızıntı var. Trafik yönlendirilmeli.,Gaz Kaçağı,Orta,AFAD,Adalar,Heybeliada,40.87072,29.096308,
Şile Sofular Mahallesi Bağdat Caddesi Yunus Emre Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Orta,AFAD,Şile,Sofular,41.186519,29.603128,
Beylikdüzü Adnan Kahveci Mahallesi Cumhuriyet Caddesi Yıldız Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Yüksek,Sağlık Ekipleri,Beylikdüzü,Adnan Kahveci,40.998811,28.633158,
Başakşehir Güvercintepe Mahallesi Millet Caddesi 1. Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Kritik,Kurtarma Ekipleri,Başakşehir,Güvercintepe,41.084984,28.8151,
Ümraniye Çakmak Mahallesi Beşiktaş Caddesi 2. Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Yüksek,AFAD,Ümraniye,Çakmak,41.008092,29.10599,
"Sultangazi 50. Yıl Mahallesi Millet Caddesi Orkide Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Kritik,AFAD,Sultangazi,50. Yıl,41.093635,28.87279,
"Beyoğlu Taksim Mahallesi Kadıköy Caddesi 3. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Beyoğlu,Taksim,41.037251,28.969569,
Ataşehir Yenisahra Mahallesi İstiklal Caddesi 4. Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Orta,Trafik Ekipleri,Ataşehir,Yenisahra,40.982378,29.109077,
Bahçelievler Bahçelievler Mahallesi Taksim Meydanı Gül Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Orta,İtfaiye,Bahçelievler,Bahçelievler,41.014155,28.875008,
Başakşehir Kayabaşı Mahallesi Cumhuriyet Caddesi Yıldız Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Yüksek,Yol Bakım ve Altyapı,Başakşehir,Kayabaşı,41.093577,28.802484,
Bağcılar Mahmutbey Mahallesi Sahil Yolu 1. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Bağcılar,Mahmutbey,41.016946,28.872868,
Sarıyer Tarabya Mahallesi Sahil Yolu Güneş Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Orta,Yol Bakım ve Altyapı,Sarıyer,Tarabya,41.175822,29.038968,
Bağcılar Demirkapı Mahallesi Taksim Meydanı Orkide Sokak yakınlarında'de otobüs kazası yaşandı. Ambulans ve itfaiye acil gerekli.,Trafik Kazası,Orta,İtfaiye,Bağcılar,Demirkapı,41.028942,28.863539,
Sancaktepe Emek Mahallesi Millet Caddesi Güneş Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Sancaktepe,Emek,40.987535,29.252043,
Çatalca Subaşı Mahallesi Sahil Yolu Güneş Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Kritik,Yol Bakım ve Altyapı,Çatalca,Subaşı,41.147306,28.469814,
Maltepe Altıntepe Mahallesi Atatürk Caddesi 5. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,Sağlık Ekipleri,Maltepe,Altıntepe,40.919142,29.119659,
Eyüpsultan Nişanca Mahallesi Millet Caddesi Fatih Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,Kurtarma Ekipleri,Eyüpsultan,Nişanca,41.061968,28.917746,
